title,album,artist,track_number,album_artist,release_date,creation_timestamp,duration_ms,explicit,spotify_popularity,comment,rating,last_played_timestamp,genre,play_count,id
Gold Digger,Late Registration,Kanye West and Jamie Foxx,4,Kanye West,2005-09-30,2017-10-01T23:53:29Z,207626,True,,,,,,,4b8238d120eb5b64dfbd535adaef1c2b
Amazing,808s & Heartbreak,Kanye West and Jeezy,4,Kanye West,2008-01-01,2017-10-01T23:53:31Z,238333,False,,,,,,,6ef335305d28e862777e6294c0190cff
Blame Game,My Beautiful Dark Twisted Fantasy,Kanye West and John Legend,11,Kanye West,2010-01-01,2017-10-01T23:53:26Z,469866,True,,,,,,,bcfad26bea064a0da832e4e4b234bd99
Welcome To Heartbreak,808s & Heartbreak,Kanye West and Kid Cudi,2,Kanye West,2008-01-01,2017-10-01T23:53:31Z,262933,False,,,,,,,8a2c0fd342918c80ac565996e1a3f452
Gorgeous,My Beautiful Dark Twisted Fantasy,Kanye West and Kid Cudi and Raekwon,2,Kanye West,2010-01-01,2017-10-01T23:53:26Z,357653,True,,,,,,,d67ff0aa1f2f4cd3aad9b5b40fb653ca
See You In My Nightmares,808s & Heartbreak,Kanye West and Lil Wayne,10,Kanye West,2008-01-01,2017-10-01T23:53:31Z,258120,False,,,,,,,f220745dac8e7a347d51fb31ddc5ddd6
Barry Bonds,Graduation,Kanye West and Lil Wayne,7,Kanye West,2007-01-01,2017-10-01T23:53:28Z,204306,True,,,,,,,82895140cd1df45d3c21f148d1c7b0d8
Breathe In Breathe Out,The College Dropout,Kanye West and Ludacris,13,Kanye West,2004-02-13,2017-10-01T23:53:33Z,246933,True,,,,,,,9dc5dc4b509c74ca7028eed520ef44dd
Touch The Sky,Late Registration,Kanye West and Lupe Fiasco,3,Kanye West,2005-09-30,2017-10-01T23:53:29Z,235500,True,,,,,,,c43f3b36c1867faf5c238936df540a42
Drunk and Hot Girls,Graduation,Kanye West and Mos Def,8,Kanye West,2007-01-01,2017-10-01T23:53:28Z,313226,True,,,,,,,0e559b30cd447425c10f0818072de1fd
Two Words,The College Dropout,Kanye West and Mos Def and Freeway and The Boys Choir Of Harlem,18,Kanye West,2004-02-13,2017-10-01T23:53:33Z,266213,True,,,,,,,af69907314ef065e8be6275596685835
Paranoid,808s & Heartbreak,Kanye West and Mr Hudson,6,Kanye West,2008-01-01,2017-10-01T23:53:31Z,277906,False,,,,,,,753cc4931aa38d7cbba46c8a98fb557d
We Major,Late Registration,Kanye West and Nas and Really Doe,14,Kanye West,2005-09-30,2017-10-01T23:53:29Z,448000,True,,,,,,,6e30bcafcb947c712b4799c6b34dad34
Ghost Town,ye,Kanye West and PARTYNEXTDOOR,6,Kanye West,2018-06-01,2018-06-01T13:59:38Z,271386,True,,,,,,,18744a561e6fad731a12c19b9d4c0e38
Drive Slow,Late Registration,Kanye West and Paul Wall and GLC,6,Kanye West,2005-09-30,2017-10-01T23:53:29Z,272226,True,,,,,,,088df89e677536203843697327c107ea
Runaway,My Beautiful Dark Twisted Fantasy,Kanye West and Pusha T,9,Kanye West,2010-01-01,2017-10-01T23:53:26Z,547733,True,,,,,,,a35bfd02c47610d9fd6380edf126d6b5
Devil In A New Dress,My Beautiful Dark Twisted Fantasy,Kanye West and Rick Ross,8,Kanye West,2010-01-01,2017-10-01T23:53:26Z,351946,True,,,,,,,16a1922cf1f5878cf311edc7e527317a
All Falls Down,The College Dropout,Kanye West and Syleena Johnson,4,Kanye West,2004-02-13,2017-10-01T23:53:33Z,223506,True,,,,,,,f7e8e8014d9db8eed1589f1cd3b7147a
All Falls Down,The College Dropout (Explicit),Kanye West and Syleena Johnson,4,Kanye West,2004-01-01,2017-04-24T19:28:41Z,223506,True,,,,,,,407afcb5bd40e7bc4f3fb3fa1f39604e
Good Life,Graduation,Kanye West and T-Pain,5,Kanye West,2007-01-01,2017-10-01T23:53:28Z,207000,True,,,,,,,dec918fd2465e680cc3df6f15eb5c10f
Get Em High,The College Dropout,Kanye West and Talib Kweli and Common,9,Kanye West,2004-02-13,2017-10-01T23:53:33Z,289493,True,,,,,,,ca223dbd99ca23e19c7edcf57254e009
Crack Music,Late Registration,Kanye West and The Game,8,Kanye West,2005-09-30,2017-10-01T23:53:29Z,269750,True,,,,,,,5668412729d2e5c18be2edad1195c222
BLOOD.,DAMN.,Kendrick Lamar,1,Kendrick Lamar,2017-04-14,2017-05-25T19:15:10Z,118066,True,,,,,,,da505391838db9f89261e0646e88c002
DNA.,DAMN.,Kendrick Lamar,2,Kendrick Lamar,2017-04-14,2017-05-23T16:56:20Z,185946,True,,,,,,,0141c99151853a5a86134d5b7d8c91bb
YAH.,DAMN.,Kendrick Lamar,3,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,160293,True,,,,,,,b0d8788006142e3a2e4ab03256d49d46
ELEMENT.,DAMN.,Kendrick Lamar,4,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,208733,True,,,,,,,5e457fefe1213a00c061b96f242653ee
FEEL.,DAMN.,Kendrick Lamar,5,Kendrick Lamar,2017-04-14,2017-05-25T19:33:45Z,214826,True,,,,,,,0782071330f7b85415cd78f3cc849ce0
PRIDE.,DAMN.,Kendrick Lamar,7,Kendrick Lamar,2017-04-14,2017-05-25T12:09:20Z,275253,True,,,,,,,e481006932280378a93e3e4ee374e425
HUMBLE.,DAMN.,Kendrick Lamar,8,Kendrick Lamar,2017-04-14,2017-05-26T18:06:15Z,177000,True,,,,,,,9bc3686d09063cd8b599349cf8fdd6fe
LUST.,DAMN.,Kendrick Lamar,9,Kendrick Lamar,2017-04-14,2017-05-25T18:58:20Z,307880,True,,,,,,,f172c6c1e091cf019bb40013fb3cb4b9
FEAR.,DAMN.,Kendrick Lamar,12,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,460573,True,,,,,,,714ddd8a55f56de81fd2d2465217c29f
GOD.,DAMN.,Kendrick Lamar,13,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,248826,True,,,,,,,9ea3b62479d06b10052f3155a9cff034
DUCKWORTH.,DAMN.,Kendrick Lamar,14,Kendrick Lamar,2017-04-14,2017-05-26T18:24:03Z,248613,True,,,,,,,66735aa1e9b857b8ca5b6a8a504430c7
F*ck Your Ethnicity,Section.80,Kendrick Lamar,1,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,224671,True,,,,,,,1d2b8d0c8c1602ab2602b6faa4cff116
Hol' Up,Section.80,Kendrick Lamar,2,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,173158,True,,,,,,,e433d321c8afbad232e903fdaaef1452
A.D.H.D,Section.80,Kendrick Lamar,3,Kendrick Lamar,2011-07-02,2017-05-31T17:31:48Z,215509,True,,,,,,,06a5f81ba49f9f7138bfcaefaef79867
No Make-Up (Her Vice),Section.80,Kendrick Lamar,4,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,235921,True,,,,,,,41967c0c951d02baa60f17c1342003fa
Tammy's Song (Her Evils),Section.80,Kendrick Lamar,5,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,161670,True,,,,,,,9e1ed17eddc1047920b80f83ed071edc
Chapter Six,Section.80,Kendrick Lamar,6,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,161137,True,,,,,,,14e7233e706667470bb73063f522d64b
Ronald Reagan Era,Section.80,Kendrick Lamar,7,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,216899,True,,,,,,,cb812a8e9d80ccb67aad5a08f4562fe7
Poe Mans Dreams (His Vice),Section.80,Kendrick Lamar,8,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,261874,True,,,,,,,f61a66ca9a08ef8702e6f7bda97ecfc2
The Spiteful Chant,Section.80,Kendrick Lamar,9,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,320957,True,,,,,,,8929e2ddf66e32d2f9f5907ecab969dd
Chapter Ten,Section.80,Kendrick Lamar,10,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,75535,True,,,,,,,d925caf9044f9caa7762c530422875af
Keisha's Song (Her Pain),Section.80,Kendrick Lamar,11,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,227291,True,,,,,,,f5fcdaac3f18081550e63550f1b270d2
Rigamortus,Section.80,Kendrick Lamar,12,Kendrick Lamar,2011-07-02,2017-05-23T17:38:07Z,168591,True,,,,,,,0dfe89ded7cde73b495244684f6f7d56
Kush & Corinthians,Section.80,Kendrick Lamar,13,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,304668,True,,,,,,,46f58724356132d423d569d13bee929c
Blow My High (Members Only),Section.80,Kendrick Lamar,14,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,215791,True,,,,,,,df713821655c474dd158e32b034c9d88
Ab-Souls Outro,Section.80,Kendrick Lamar,15,Kendrick Lamar,2011-07-02,2017-11-25T17:46:28Z,350001,True,,,,,,,91b86ab1a4af98bf617da5c3efaf3205
HiiiPower,Section.80,Kendrick Lamar,16,Kendrick Lamar,2011-07-02,2017-05-23T17:23:17Z,279854,True,,,,,,,5b31905691d1822390a142946309155e
For Free? - Interlude,To Pimp A Butterfly,Kendrick Lamar,2,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,130893,True,,,,,,,476d6cb73e18a563ea4a8d65ec4dfd9c
King Kunta,To Pimp A Butterfly,Kendrick Lamar,3,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,234693,True,,,,,,,9742ae07b436ccf892b458651dbecd21
u,To Pimp A Butterfly,Kendrick Lamar,6,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,268493,True,,,,,,,917094cf2e17a73861b925233a541e00
Alright,To Pimp A Butterfly,Kendrick Lamar,7,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,219333,True,,,,,,,c9a9b4c52928660fd105f997c1bf77c1
For Sale? - Interlude,To Pimp A Butterfly,Kendrick Lamar,8,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,291720,True,,,,,,,c3a3ddbec3538d51a7189a19980194c5
Momma,To Pimp A Butterfly,Kendrick Lamar,9,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,283120,True,,,,,,,3abd108f1b56ec6fdca923340850cea0
Hood Politics,To Pimp A Butterfly,Kendrick Lamar,10,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,292520,True,,,,,,,7c6d09028ac5f31cd23bb28363cf0e04
The Blacker The Berry,To Pimp A Butterfly,Kendrick Lamar,13,Kendrick Lamar,2015-03-16,2017-05-25T19:21:06Z,328826,True,,,,,,,990e0eba99e29f347761cf7f36c3f0b4
You Ain't Gotta Lie (Momma Said),To Pimp A Butterfly,Kendrick Lamar,14,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,241680,True,,,,,,,dba57cb8a18fefee6179e8250218a1bd
i,To Pimp A Butterfly,Kendrick Lamar,15,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,336013,True,,,,,,,1c0e6a3c4e487cd6bc104609a4b23a1c
Mortal Man,To Pimp A Butterfly,Kendrick Lamar,16,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,727106,True,,,,,,,77cb2b570a23d2cf1b91bf4e791be712
Sherane a.k.a Master Splinter’s Daughter,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1,Kendrick Lamar,2012,2017-06-08T21:10:11Z,273640,True,,,,,,,32601cb6d417b56df065bba846e34f82
"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2,Kendrick Lamar,2012,2017-06-08T21:10:11Z,310720,True,,,,,,,60359b067227768b76b18ab6e4dc119f
Black Boy Fly - Bonus Track,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2,Kendrick Lamar,2012,2017-06-08T21:10:11Z,279146,True,,,,,,,b5f4b17dc27cf6e2d044cf3ed5cd5805
Backseat Freestyle,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,3,Kendrick Lamar,2012,2017-05-31T17:41:17Z,212653,True,,,,,,,4a71eb87eafa1de6218a8bee3f2c614f
The Art of Peer Pressure,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,4,Kendrick Lamar,2012,2017-06-08T21:10:11Z,324533,True,,,,,,,de24ff33a30b45236377fe64da866b47
good kid,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,7,Kendrick Lamar,2012,2017-06-08T21:10:11Z,214120,True,,,,,,,537570da3da103f9ee6a71b2fb97540a
Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,9,Kendrick Lamar,2012,2017-05-25T19:01:24Z,313786,True,,,,,,,07e8560970099108294f76bc684e98ba
"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,10,Kendrick Lamar,2012,2017-06-08T21:10:11Z,723573,True,,,,,,,9d0e216fbc872de1a63206f0948c4a1c
i,i,Kendrick Lamar,1,Kendrick Lamar,2014-09-23,2017-05-25T19:40:50Z,231933,True,,,,,,,ed80f9777acbc967e38789f158f7abe4
Real,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Anna Wise,11,Kendrick Lamar,2012,2017-06-08T21:10:11Z,443413,True,,,,,,,8510973c1862cc501d52417cdf3d6837
Institutionalized,To Pimp A Butterfly,Kendrick Lamar and Bilal and Anna Wise and Snoop Dogg,4,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,271773,True,,,,,,,6e05a2e59c4d0e0293fad1787a428c4f
These Walls,To Pimp A Butterfly,Kendrick Lamar and Bilal and Anna Wise and Thundercat,5,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,300973,True,,,,,,,7e057235ead7d041cdc21d337747d8ab
The Recipe - Bonus Track,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Dr. Dre,1,Kendrick Lamar,2012,2017-06-08T21:10:11Z,352853,True,,,,,,,916aa6860e95941886c9767670aab38b
The Recipe (Black Hippy Remix) - Bonus Track,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Dr. Dre,4,Kendrick Lamar,2012,2017-06-08T21:10:11Z,262920,True,,,,,,,61874ce08f2a383d752c3109a2898d71
Compton,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Dr. Dre,12,Kendrick Lamar,2012,2017-06-08T21:10:11Z,248093,True,,,,,,,a30de04840810fc23b7a6c44fd4b483c
Poetic Justice,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Drake,6,Kendrick Lamar,2012,2017-06-08T21:10:11Z,300160,True,,,,,,,65956e78ba52d86e8e924195871f1923
Wesley's Theory,To Pimp A Butterfly,Kendrick Lamar and George Clinton and Thundercat,1,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,287360,True,,,,,,,56cea9b166c537535a81ab005a9f2f57
"Bitch, Don’t Kill My Vibe - Remix","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and JAY Z,5,Kendrick Lamar,2012,2017-06-08T21:10:11Z,278800,True,,,,,,,2781d6cd17284d5e5606337ef098c040
How Much A Dollar Cost,To Pimp A Butterfly,Kendrick Lamar and James Fauntleroy and Ronald Isley,11,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,261746,True,,,,,,,bfbdae44966a5fd5a1ad00d6eee6be89
Money Trees,"good kid, m.A.A.d city",Kendrick Lamar and Jay Rock,5,Kendrick Lamar,2012,2017-05-23T17:38:47Z,386906,True,,,,,,,c7ea1580fd34c0d873e77147726338ce
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Jay Rock,5,Kendrick Lamar,2012,2017-06-08T21:10:11Z,386906,True,,,,,,,49b7463529e497230dd59fd7fa7387f9
m.A.A.d city,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and MC Eiht,8,Kendrick Lamar,2012,2017-06-08T21:10:11Z,350120,True,,,,,,,66061287188f4f2e469f05c3378cecd5
Now Or Never - Bonus Track,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar and Mary J. Blige,3,Kendrick Lamar,2012,2017-06-08T21:10:11Z,256013,False,,,,,,,710ea7db3f2634c020d5a509d8ed4c7e
Complexion (A Zulu Love),To Pimp A Butterfly,Kendrick Lamar and Rapsody,12,Kendrick Lamar,2015-03-16,2017-06-08T21:10:30Z,263360,True,,,,,,,86da6e117dcf77a2d71b57cdf6a7299f
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar and Rihanna,6,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,227360,True,,,,,,,c7ec9ed2ebe3889f35b71e585b206d45
XXX. FEAT. U2.,DAMN.,Kendrick Lamar and U2,11,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,254200,True,,,,,,,f27bdf414d0ca875c29695c25cddf604
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar and Zacari,10,Kendrick Lamar,2017-04-14,2017-06-06T16:36:13Z,213400,True,,,,,,,bd2f14d356fb65623bf2e239496201b1
Reagan,R.A.P. Music,Killer Mike,6,Killer Mike,2012-05-15,2017-07-25T02:04:24Z,249973,True,,,,,,,bbc3f87eabe3d4051d73ead2bd077e21
Fazers,Take Me To Your Leader,King Geedorah,1,King Geedorah,2003-06-17,2017-10-17T20:19:54Z,197133,True,,,,,,,98795f9e4d5ce5882ee3feaa5d81dbba
Krazy World,Take Me To Your Leader,King Geedorah,3,King Geedorah,2003-06-17,2018-02-22T20:27:36Z,283920,True,,,,,,,cf598118ae784c43716a9046b371a417
Summer Madness,Light Of Worlds,Kool & The Gang,8,Kool & The Gang,1974-09,2018-06-21T15:05:02Z,257866,False,,,,,,,fac1a646b08e544e58bda4b5f8bcf903
Computer World - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,1,Kraftwerk,1981,2017-11-25T17:47:16Z,306200,False,,,,,,,631c7e15b5eaa26fb74de5d133d8a157
Pocket Calculator - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,2,Kraftwerk,1981,2017-11-25T17:47:16Z,296800,False,,,,,,,6fc419f321f747da1eca909d39436fcb
Numbers - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,3,Kraftwerk,1981,2017-11-25T17:47:16Z,200333,False,,,,,,,b8a65d2f60f45d35c96d364872856a44
Computer World 2 - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,4,Kraftwerk,1981,2017-11-25T17:47:16Z,204666,False,,,,,,,c15ff19c200e662e203463f59ff78471
Computer Love - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,5,Kraftwerk,1981,2017-11-25T17:47:16Z,439440,False,,,,,,,85f954dbad97cecee4dd639786bebc56
Home Computer - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,6,Kraftwerk,1981,2017-11-25T17:47:16Z,380920,False,,,,,,,c1048f04f1727f2ffbc8ddf5df093933
It's More Fun to Compute - 2009 Remaster,Computer World (2009 Remastered Version),Kraftwerk,7,Kraftwerk,1981,2017-11-25T17:47:16Z,256466,False,,,,,,,5a8a82cf85838d886fa6390f897b914a
The Robots - 2009 Remastered Version,The Man Machine (2009 Remastered Version),Kraftwerk,1,Kraftwerk,1978,2017-11-25T17:47:21Z,372760,False,,,,,,,51aebb68a9fe710a73afa12940a235c0
Spacelab - 2009 Remastered Version,The Man Machine (2009 Remastered Version),Kraftwerk,2,Kraftwerk,1978,2017-11-25T17:47:21Z,357106,False,,,,,,,325e33a6e5d2ff0aeabd76912e3177cb
Metropolis - 2009 Remastered Version,The Man Machine (2009 Remastered Version),Kraftwerk,3,Kraftwerk,1978,2017-11-25T17:47:21Z,361106,False,,,,,,,b61a13fdfde8e1b37e2377605bd481a9
The Model - 2009 Remastered Version,The Man Machine (2009 Remastered Version),Kraftwerk,4,Kraftwerk,1978,2017-11-25T17:47:21Z,220533,False,,,,,,,8aaf630bb9eba3b174c5b441012dd486
Neon Lights - 2009 Remaster,The Man Machine (2009 Remastered Version),Kraftwerk,5,Kraftwerk,1978,2017-11-25T17:47:21Z,532533,False,,,,,,,6a7ef33fde56f3caa63948dd138ad02a
The Man Machine - 2009 Remastered Version,The Man Machine (2009 Remastered Version),Kraftwerk,6,Kraftwerk,1978,2017-11-25T17:47:21Z,332333,False,,,,,,,bf2e5424efb677cd8a063051e343e013
Europe Endless - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,1,Kraftwerk,1977,2017-11-25T17:47:26Z,581026,False,,,,,,,c9d71310fcbcc9587e6a477b1b653e64
The Hall Of Mirrors - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,2,Kraftwerk,1977,2017-11-25T17:47:26Z,476493,False,,,,,,,89a04ea294914cd5d5fef23cba28ae65
Showroom Dummies - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,3,Kraftwerk,1977,2017-11-25T17:47:26Z,375320,False,,,,,,,4b05435c6b95736a9ac5f777ecada6b9
Trans Europe Express - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,4,Kraftwerk,1977,2017-11-25T17:47:26Z,397373,False,,,,,,,ac0aedc01bc565698de9ef910944ec86
Metal On Metal - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,5,Kraftwerk,1977,2017-11-25T17:47:26Z,131693,False,,,,,,,fd57e62911ed169c434ebfaeb105c944
Abzug - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,6,Kraftwerk,1977,2017-11-25T17:47:26Z,293706,False,,,,,,,922305585df3104a66d1edf3b5cdaa48
Franz Schubert - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,7,Kraftwerk,1977,2017-11-25T17:47:26Z,266253,False,,,,,,,4ac69d98a91651dc75ee9d42ed48b4c6
Endless Endless - 2009 Remastered Version,Trans Europe Express (2009 Remastered Version),Kraftwerk,8,Kraftwerk,1977,2017-11-25T17:47:26Z,55333,False,,,,,,,c3e48e312f8b5ce761f6e1e06c2b6744
Box of Rain,Day of the Dead,Kurt Vile and the Violators and J Mascis,8,Various Artists,2016-05-20,2018-08-07T17:02:53Z,330782,False,,,,,,,350e9fbd7d1597cc7a57aaa9097256c4
Daft Punk Is Playing at My House,LCD Soundsystem,LCD Soundsystem,1,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,314556,False,,,,,,,ed4b014b8788373d14b6e86b4d8367d3
Losing My Edge,LCD Soundsystem,LCD Soundsystem,1,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,473066,False,,,,,,,d5d0944f860c430f8134bf2b312fb0ed
Too Much Love,LCD Soundsystem,LCD Soundsystem,2,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,342493,False,,,,,,,bd57100448af797cbfee5a638fdc0b90
Beat Connection,LCD Soundsystem,LCD Soundsystem,2,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,487440,True,,,,,,,92b34a42d7e4fa1225272e19d8aba515
Tribulations,LCD Soundsystem,LCD Soundsystem,3,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,299000,False,,,,,,,9177957cb23ca5b350e28e1e882c7106
Give It Up,LCD Soundsystem,LCD Soundsystem,3,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,235386,False,,,,,,,d670e950d4ef3189731865c90da368d3
Movement,LCD Soundsystem,LCD Soundsystem,4,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,184173,False,,,,,,,e415e18ae1f5709e7b0f5d2f1b58d392
Tired,LCD Soundsystem,LCD Soundsystem,4,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,214533,False,,,,,,,2a7a17fc3d50f5ec32b040d86c000ab1
Never as Tired as When I'm Waking Up,LCD Soundsystem,LCD Soundsystem,5,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,289893,True,,,,,,,f8594757c4d0ff24fa2c256c7b269f71
Yeah - Crass Version,LCD Soundsystem,LCD Soundsystem,5,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,561253,False,,,,,,,3afa2316ffc7f7e0ac271e74d0aa1a0e
On Repeat,LCD Soundsystem,LCD Soundsystem,6,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,481960,True,,,,,,,b2c9f33528491865c57d11f0fd7e353e
Yeah - Pretentious Mix,LCD Soundsystem,LCD Soundsystem,6,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,666213,False,,,,,,,1cc77aad08cad8985b06e674c98a881d
Thrills,LCD Soundsystem,LCD Soundsystem,7,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,222693,False,,,,,,,c965dde979a867c4b73ea7fe2a60a4a8
Yr City's a Sucker,LCD Soundsystem,LCD Soundsystem,7,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,562160,False,,,,,,,c4445c7d28e17809f8ce6cec05496df7
Disco Infiltrator,LCD Soundsystem,LCD Soundsystem,8,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,296026,False,,,,,,,682d537cd722084483ac8cceffb7cda2
Great Release,LCD Soundsystem,LCD Soundsystem,9,LCD Soundsystem,2005-01-24,2017-11-25T17:49:08Z,395120,False,,,,,,,2a147371709073bbce30eb3df1d17349
Get Innocuous!,Sound Of Silver,LCD Soundsystem,1,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,431520,False,,,,,,,181c9a87a6ca213adc1c98d181ad4b83
Time to Get Away,Sound Of Silver,LCD Soundsystem,2,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,251946,False,,,,,,,cb65768b806f242b49bc6b0dd36096a8
North American Scum,Sound Of Silver,LCD Soundsystem,3,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,328706,False,,,,,,,f390e237d35e33aa3d5e02f9ca01ba86
Someone Great,Sound Of Silver,LCD Soundsystem,4,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,390013,False,,,,,,,234fae24fc1441ec8f7608f188fc2a53
All My Friends,Sound Of Silver,LCD Soundsystem,5,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,462266,False,,,,,,,8a71b5f773498458bdba0eaf918ea740
Us V Them,Sound Of Silver,LCD Soundsystem,6,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,509733,False,,,,,,,a9552f6bf3fa5a3c9b804eaef5e403fd
Watch the Tapes,Sound Of Silver,LCD Soundsystem,7,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,235226,False,,,,,,,4028f0bf86ede8990eeaf7bdb81d0543
Sound of Silver,Sound Of Silver,LCD Soundsystem,8,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,427160,False,,,,,,,4c473eb9f6662cbe44682d482908410b
"New York, I Love You but You're Bringing Me Down",Sound Of Silver,LCD Soundsystem,9,LCD Soundsystem,2007-03-12,2017-11-25T17:49:03Z,335480,False,,,,,,,97cd475341f4b0fcdab9a0ad59d25c6a
Dance Yrself Clean,This Is Happening Deluxe Edition,LCD Soundsystem,1,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,536106,False,,,,,,,31689a66f9b77cd3565898aded7e64f7
Drunk Girls,This Is Happening Deluxe Edition,LCD Soundsystem,2,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,222106,False,,,,,,,07c42da2b6a1a0437276ab31f8f0b8df
One Touch,This Is Happening Deluxe Edition,LCD Soundsystem,3,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,465680,False,,,,,,,502e7af8b0420bc1fa551d0877da433c
